Site_Name,Cluster_ID,Cluster_Location,Cluster_Location_Time,Cluster_State,Lat,Long,Elevation_mabsl,Site_Comments,Sample_ID,Start_Time_Zone,Collection_Time_Zone,Collection_Date,Year,Season,Month,Sample_Comments,d2H,d18O,d2H_Analytical_SD,d18O_Analytical_SD,WI_Analysis_Source,Project_ID,Modality
Phillips 66,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.64088,-111.83555,,,SLV-14-280,,-6,18-09-14 11:20,2014,summer,september,,-120.1253545,-16.00547456,0.053736883,0.021031405,SPATIAL,p58,multi
Prostop,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.49896,-111.88444,,,SLV-14-207,,-6,18-09-14 11:20,2014,summer,september,,-119.5509307,-15.8274207,0.107780277,0.017001411,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.65251,-112.00244,,,SLV-14-239,,-6,18-09-14 11:20,2014,summer,september,,-119.1211861,-15.54924735,0.103963819,0.030619623,SPATIAL,p58,multi
Holiday,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.68181,-111.968,,,SLV-14-242,,-6,18-09-14 11:24,2014,summer,september,,-118.0250714,-15.44479021,0.153551562,0.028578249,SPATIAL,p58,multi
Maverick,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.7117,-112.02583,,,SLV-14-234,,-6,18-09-14 11:25,2014,summer,september,,-96.00332713,-11.35954282,0.094203566,0.034974504,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.67475,-111.86594,,,SLV-14-299,,-6,18-09-14 11:28,2014,summer,september,,-121.8508585,-16.28500482,0.057415678,0.00940253,SPATIAL,p58,multi
Shell,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.72514,-111.83019,,,SLV-14-162,,-6,18-09-14 11:31,2014,summer,september,,-124.143665,-16.80760214,0.223259226,0.03968954,SPATIAL,p58,multi
Shilo Inn,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.76474,-111.89454,,,SLV-14-173,,-6,18-09-14 11:33,2014,summer,september,,-118.443474,-15.58095391,0.046952935,0.016161876,SPATIAL,p58,multi
Maverick,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.52204,-111.95802,,,SLV-14-260,,-6,18-09-14 11:34,2014,summer,september,,-112.1840515,-14.196518,0.059540808,0.014729048,SPATIAL,p58,multi
Milgard Windows,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.73284,-112.02413,,,SLV-14-219,,-6,18-09-14 11:36,2014,summer,september,,-119.139327,-15.57168953,0.077951945,0.014388498,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.64318,-111.88942,,,SLV-14-291,,-6,18-09-14 11:38,2014,summer,september,,-120.6025601,-16.19610734,0.082072053,0.017340166,SPATIAL,p58,multi
Conoco Phillips,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.6751,-111.90593,,,SLV-14-166,,-6,18-09-14 11:40,2014,summer,september,,-125.1523107,-16.9242396,0.081254664,0.032411281,SPATIAL,p58,multi
Holiday,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.61474,-111.89034,,,SLV-14-284,,-6,18-09-14 11:40,2014,summer,september,,-119.4572294,-15.97225586,0.086149144,0.012745786,SPATIAL,p58,multi
McDonalds,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.54467,-111.98219,,,SLV-14-261,,-6,18-09-14 11:40,2014,summer,september,,-119.0288164,-15.55243614,0.06519537,0.019500842,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.6681,-111.9392,,,SLV-14-167,,-6,18-09-14 11:46,2014,summer,september,,-124.6081343,-16.69724524,0.239048051,0.040373291,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.68325,-111.8877,,,SLV-14-164,,-6,18-09-14 11:47,2014,summer,september,,-119.3794761,-15.66698684,0.066823068,0.005228142,SPATIAL,p58,multi
Holiday/7-11,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.54425,-111.93869,,,SLV-14-256,,-6,18-09-14 11:50,2014,summer,september,,-119.040155,-15.48183429,0.132591371,0.038851934,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.66649,-111.88777,,,SLV-14-165,,-6,18-09-14 11:51,2014,summer,september,,-112.209843,-14.6813541,0.049276479,0.00711194,SPATIAL,p58,multi
Mall,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.63727,-111.88601,,,SLV-14-290,,-6,18-09-14 11:54,2014,summer,september,,-120.2091358,-16.27441861,0.139066287,0.028451997,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.62662,-111.89046,,,SLV-14-289,,-6,18-09-14 11:54,2014,summer,september,,-121.668916,-16.25873195,0.026065863,0.01136519,SPATIAL,p58,multi
Sinclair,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.60481,-111.89039,,,SLV-14-285,,-6,18-09-14 11:55,2014,summer,september,,-119.2949754,-15.89197645,0.066133591,0.015668464,SPATIAL,p58,multi
Costco,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.6576,-111.89035,,,SLV-14-292,,-6,18-09-14 11:59,2014,summer,september,,-120.4189278,-16.1726444,0.110312414,0.016856114,SPATIAL,p58,multi
Bingham Creek Library,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.58851,-112.00656,,,SLV-14-249,,-6,18-09-14 12:00,2014,summer,september,,-119.2155945,-15.47590663,0.238459758,0.025918246,SPATIAL,p58,multi
Holiday ,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.69623,-112.04429,,,SLV-14-227,,-6,18-09-14 12:00,2014,summer,september,,-120.1933416,-15.71269859,0.084531859,0.030573667,SPATIAL,p58,multi
Arby's,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.56525,-111.85259,,,SLV-14-192,,-6,18-09-14 12:06,2014,summer,september,,-118.6300514,-15.98039269,0.064173328,0.013930708,SPATIAL,p58,multi
Taco Time,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.75162,-111.88879,,,SLV-14-174,,-6,18-09-14 12:10,2014,summer,september,,-119.6729714,-15.96789924,0.098834997,0.031312164,SPATIAL,p58,multi
Fresh Market,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.64931,-111.86758,,,SLV-14-295,,-6,18-09-14 12:12,2014,summer,september,,-125.1693037,-16.88955496,0.027720077,0.014324953,SPATIAL,p58,multi
Domino's Pizza,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.69677,-112.05783,,,SLV-14-225,,-6,18-09-14 12:13,2014,summer,september,,-120.6109585,-15.76926161,0.09061414,0.016213513,SPATIAL,p58,multi
Shell,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.55836,-111.87167,,,SLV-14-193,,-6,18-09-14 12:14,2014,summer,september,,-120.2283447,-16.17485633,0.043348161,0.014320911,SPATIAL,p58,multi
Tesoro,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.73365,-111.85345,,,SLV-14-181,,-6,18-09-14 12:15,2014,summer,september,,-117.9100565,-15.38520581,0.100824964,0.018859051,SPATIAL,p58,multi
Gerald Wright Elementary,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.70393,-112.05254,,,SLV-14-226,,-6,18-09-14 12:18,2014,summer,september,,-120.3102961,-15.73999597,0.214302334,0.024572586,SPATIAL,p58,multi
Storm Mtn Park,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.54389,-111.8633,,,SLV-14-202,,-6,18-09-14 12:18,2014,summer,september,,-119.4632638,-15.98693113,0.064737905,0.031113764,SPATIAL,p58,multi
Blessed Sacrement,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.57399,-111.84296,,,SLV-14-191,,-6,18-09-14 12:20,2014,summer,september,,-118.1684383,-15.88862939,0.172759894,0.010929738,SPATIAL,p58,multi
Subway,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.60886,-111.79799,,,SLV-14-276,,-6,18-09-14 12:23,2014,summer,september,,-119.1687506,-15.49960461,0.028451077,0.023120392,SPATIAL,p58,multi
Sugar House Park,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.72245,-111.8507,,,SLV-14-180,,-6,18-09-14 12:28,2014,summer,september,,-117.8180706,-15.52118626,0.247268657,0.035176302,SPATIAL,p58,multi
Maverick,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.72871,-111.96781,,,SLV-14-305,,-6,18-09-14 12:30,2014,summer,september,,-118.9837454,-15.53366977,0.118763332,0.02468961,SPATIAL,p58,multi
Holiday,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.71107,-112.09255,,,SLV-14-221,,-6,18-09-14 12:32,2014,summer,september,,-96.21977284,-11.34226918,0.113520983,0.013103441,SPATIAL,p58,multi
Fiesta Village at Willow Creek Shopping Center,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.593438,-111.83087,,,SLV-14-279,,-6,18-09-14 12:35,2014,summer,september,,-118.8062914,-15.63425402,0.086946455,0.022366918,SPATIAL,p58,multi
Shell,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.61067,-111.8177,,,SLV-14-277,,-6,18-09-14 12:36,2014,summer,september,,-119.084874,-15.57844338,0.11415477,0.013297456,SPATIAL,p58,multi
Holiday,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.68167,-112.00659,,,SLV-14-237,,-6,18-09-14 12:37,2014,summer,september,,-119.5160008,-15.6553405,0.040823875,0.017999174,SPATIAL,p58,multi
Shell ,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.60985,-111.96679,,,SLV-14-250,,-6,18-09-14 12:38,2014,summer,september,,-120.8348924,-15.75203769,0.094683201,0.05293274,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.52743,-111.89659,,,SLV-14-198,,-6,18-09-14 12:40,2014,summer,september,,-118.6814913,-15.49089073,0.031380368,0.025829998,SPATIAL,p58,multi
Shell,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.6258,-111.85358,,,SLV-14-282,,-6,18-09-14 12:40,2014,summer,september,,-123.8172315,-16.69718071,0.078638185,0.026312142,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.52263,-111.93991,,,SLV-14-257,,-6,18-09-14 12:41,2014,summer,september,,-115.5635247,-14.68771845,0.265979648,0.025094758,SPATIAL,p58,multi
Phillips 66,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.58734,-111.95817,,,SLV-14-253,,-6,18-09-14 12:44,2014,summer,september,,-122.3451697,-15.93911238,0.063120896,0.013643209,SPATIAL,p58,multi
Phillips 66,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.62448,-111.82679,,,SLV-14-281,,-6,18-09-14 12:44,2014,summer,september,,-119.8655933,-15.92467086,0.080550541,0.009678923,SPATIAL,p58,multi
Tesoro/Chevron,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.58028,-111.87179,,,SLV-14-187,,-6,18-09-14 12:46,2014,summer,september,,-119.3914512,-15.70141307,0.139794132,0.019771615,SPATIAL,p58,multi
McDonalds,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.73638,-111.88778,,,SLV-14-175,,-6,18-09-14 12:47,2014,summer,september,,-120.8892578,-16.15096141,0.092227462,0.018059472,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.69625,-112.00626,,,SLV-14-236,,-6,18-09-14 12:47,2014,summer,september,,-119.5005111,-15.62583001,0.137065993,0.009730024,SPATIAL,p58,multi
McDonalds,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.72585,-111.86451,,,SLV-14-179,,-6,18-09-14 12:50,2014,summer,september,,-119.6147868,-15.903351,0.051554306,0.012858927,SPATIAL,p58,multi
Murray City Park,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.65996,-111.87905,,,SLV-14-294,,-6,18-09-14 12:53,2014,summer,september,,-117.578602,-15.59921822,0.182160957,0.010008078,SPATIAL,p58,multi
Del Taco,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.56175,-111.93734,,,SLV-14-255,,-6,18-09-14 12:54,2014,summer,september,,-118.9509376,-15.51020478,0.039313226,0.030359856,SPATIAL,p58,multi
Burger King,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.62124,-111.87174,,,SLV-14-283,,-6,18-09-14 12:55,2014,summer,september,,-119.2472385,-15.86892584,0.147024044,0.011010814,SPATIAL,p58,multi
Pizza Hut,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.60901,-111.83225,,,SLV-14-278,,-6,18-09-14 12:57,2014,summer,september,,-118.8635889,-15.49325759,0.063299395,0.017597596,SPATIAL,p58,multi
SPATIAL Lab,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.766641,-111.848071,,,SLV-14-182,,-6,18-09-14 12:57,2014,summer,september,,-117.7774913,-15.43051566,0.167622476,0.023090051,SPATIAL,p58,multi
Maverick,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.741431,-111.982846,,,SLV-14-217,,-6,18-09-14 13:00,2014,summer,september,,-119.2402075,-15.56758055,0.078259021,0.035709683,SPATIAL,p58,multi
Quality Kwik Store,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.789448,-111.916326,,,SLV-14-171,,-6,18-09-14 13:08,2014,summer,september,,-119.1106271,-15.72061363,0.097856184,0.032699682,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.66612,-111.8224,,,SLV-14-301,,-6,18-09-14 13:08,2014,summer,september,,-125.3774066,-17.02797541,0.057386076,0.021497778,SPATIAL,p58,multi
Burger King,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.58852,-111.89242,,,SLV-14-286,,-6,18-09-14 13:15,2014,summer,september,,-119.0836291,-15.81206748,0.02608601,0.012447122,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.618893,-111.789845,,,SLV-14-275,,-6,18-09-14 13:15,2014,summer,september,,-119.4607416,-15.73496801,0.085440565,0.007483018,SPATIAL,p58,multi
Seven Eleven,1.5,SLC_Area,SLC_Area_Ag-Sep-14,UT,40.71625,-112.06263,,,SLV-14-220,,-6,18-09-14 13:28,2014,summer,september,,-96.01666372,-11.35040268,0.109252729,0.03307743,SPATIAL,p58,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.39152,-112.59057,,,687,,,06-10-14,2014,fall,october,,-76.21,-10.36,,,Tipple,Tipple,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.42727,-112.59016,,,686,,,06-10-14,2014,fall,october,,-76.53,-10.45,,,Tipple,Tipple,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.37172,-112.57674,,,688,,,06-10-14,2014,fall,october,,-71.96,-10.46,,,Tipple,Tipple,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.37284,-112.57421,,,689,,,06-10-14,2014,fall,october,,-71.57,-10.05,,,Tipple,Tipple,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.43332,-112.55794,330.553192,,685,,,06-10-14,2014,fall,october,,-74.84,-10.32,,,Tipple,Tipple,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.44115,-112.55596,,,684,,,06-10-14,2014,fall,october,,-70.21,-9.77,,,Tipple,Tipple,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46335,-112.4783,,,682,,,06-10-14,2014,fall,october,,-63,-9.25,,,Tipple,Tipple,multi
Buckeye,26.2,Phoenix,Phoenix_Oct-14,AZ,33.45506,-112.4782,,,683,,,06-10-14,2014,fall,october,,-68.58,-9.52,,,Tipple,Tipple,multi
Goodyear,26.2,Phoenix,Phoenix_Oct-14,AZ,33.35647,-112.42862,,,690,,,06-10-14,2014,fall,october,,-67.51,-9.57,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.6398,-112.42034,,,660,,,06-10-14,2014,fall,october,,-95.8,-11.69,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.63835,-112.415,386.746918,,661,,,06-10-14,2014,fall,october,,-66.04,-9.53,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.62364,-112.3948,377.540253,,657,,,06-10-14,2014,fall,october,,-65.06,-9.07,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.6397,-112.39476,,,656,,,06-10-14,2014,fall,october,,-66.66,-9.57,,,Tipple,Tipple,multi
Goodyear,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40022,-112.39453,,,691,,,06-10-14,2014,fall,october,,-68.28,-9.35,,,Tipple,Tipple,multi
Goodyear,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46644,-112.39318,,,694,,,06-10-14,2014,fall,october,,-69.29,-9.6,,,Tipple,Tipple,multi
Goodyear,26.2,Phoenix,Phoenix_Oct-14,AZ,33.45407,-112.39317,,,693,,,06-10-14,2014,fall,october,,-68.84,-9.47,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60912,-112.39309,370.633392,,659,,,06-10-14,2014,fall,october,,-64.86,-9.11,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60263,-112.38275,359.153656,,658,,,06-10-14,2014,fall,october,,-63.54,-9.49,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.63097,-112.37754,,,655,,,06-10-14,2014,fall,october,,-65.11,-9.04,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.62429,-112.35876,,,654,,,06-10-14,2014,fall,october,,-66.08,-9.05,,,Tipple,Tipple,multi
Goodyear,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46496,-112.35744,,,695,,,06-10-14,2014,fall,october,,-69.14,-9.66,,,Tipple,Tipple,multi
Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.63547,-112.34831,364.564423,,648,,,06-10-14,2014,fall,october,,-65.09,-9.24,,,Tipple,Tipple,multi
Avondale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.44931,-112.342,,,697,,,06-10-14,2014,fall,october,,-65.25,-8.39,,,Tipple,Tipple,multi
El Mirage/Surprise,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60824,-112.34111,,,653,,,06-10-14,2014,fall,october,,-64.86,-9.6,,,Tipple,Tipple,multi
Avondale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46027,-112.34053,,,696,,,06-10-14,2014,fall,october,,-63.67,-8.23,,,Tipple,Tipple,multi
El Mirage,26.2,Phoenix,Phoenix_Oct-14,AZ,33.57466,-112.32671,,,652,,,06-10-14,2014,fall,october,,-66.74,-9.72,,,Tipple,Tipple,multi
El Mirage,26.2,Phoenix,Phoenix_Oct-14,AZ,33.59389,-112.32549,,,651,,,06-10-14,2014,fall,october,,-66.04,-9.78,,,Tipple,Tipple,multi
El Mirage,26.2,Phoenix,Phoenix_Oct-14,AZ,33.61046,-112.32488,,,650,,,06-10-14,2014,fall,october,,-69.48,-10.02,,,Tipple,Tipple,multi
Avondale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.44854,-112.30727,,,698,,,06-10-14,2014,fall,october,,-60.03,-8.1,,,Tipple,Tipple,multi
Youngtown,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60566,-112.30276,,,649,,,06-10-14,2014,fall,october,,-64.1,-9.17,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.67931,-112.27876,389.767059,,667,,,06-10-14,2014,fall,october,,-77.88,-10.43,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.71676,-112.27415,,,663,,,06-10-14,2014,fall,october,,-99.95,-12.22,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.668,-112.26643,377.615875,,668,,,06-10-14,2014,fall,october,,-75.99,-10.31,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.6521,-112.25568,,,670,,,06-10-14,2014,fall,october,,-93,-11.92,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.67379,-112.25463,,,669,,,06-10-14,2014,fall,october,,-68.09,-9.35,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.63929,-112.2511,,,671,,,06-10-14,2014,fall,october,,-96.04,-11.9,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.61038,-112.2406,,,673,,,06-10-14,2014,fall,october,,-74.16,-9.46,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60965,-112.24055,,,672,,,06-10-14,2014,fall,october,,-71.86,-8.28,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60155,-112.23936,,,675,,,06-10-14,2014,fall,october,,-71.76,-8.52,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.53693,-112.2392,,,678,,,06-10-14,2014,fall,october,,-70.95,-9.3,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46576,-112.23822,320.661957,,681,,,06-10-14,2014,fall,october,,-67.24,-8.26,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.52604,-112.23666,,,679,,,06-10-14,2014,fall,october,,-70.92,-9.33,,,Tipple,Tipple,multi
Phoenix/Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.50756,-112.2365,,,680,,,06-10-14,2014,fall,october,,-76.35,-9.16,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.58133,-112.23607,,,676,,,06-10-14,2014,fall,october,,-72.45,-8.61,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.5644,-112.23398,,,677,,,06-10-14,2014,fall,october,,-69.84,-9.11,,,Tipple,Tipple,multi
Peoria,26.2,Phoenix,Phoenix_Oct-14,AZ,33.61157,-112.22145,,,674,,,06-10-14,2014,fall,october,,-72.1,-9.01,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.65226,-112.23483,376.959442,,2102,,,07-10-14,2014,fall,october,,-72.03,-9.41,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.53831,-112.21979,,,2094,,,07-10-14,2014,fall,october,,-72.36,-9.34,,,Tipple,Tipple,multi
Phoenix/Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.50986,-112.2049,,,2093,,,07-10-14,2014,fall,october,,-75.2,-9.32,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.66646,-112.20257,,,2103,,,07-10-14,2014,fall,october,,-99.91,-12.14,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.49385,-112.20189,,,703,,,07-10-14,2014,fall,october,,-32.99,-3.75,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.54952,-112.19563,359.725555,,2095,,,07-10-14,2014,fall,october,,-73.42,-9.58,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.58272,-112.18782,374.408661,,2098,,,07-10-14,2014,fall,october,,-69.65,-8.69,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.63791,-112.18679,,,2101,,,07-10-14,2014,fall,october,,-99.75,-12.33,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.52462,-112.18675,342.512634,,2111,,,07-10-14,2014,fall,october,,-72.6,-8.91,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60975,-112.18538,379.381317,,2099,,,07-10-14,2014,fall,october,,-81.99,-9.82,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.61179,-112.18531,,,2100,,,07-10-14,2014,fall,october,,-97.65,-11.77,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.56833,-112.18514,,,2097,,,07-10-14,2014,fall,october,,-67.64,-8.27,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.48093,-112.18457,,,702,,,07-10-14,2014,fall,october,,-67.08,-8.29,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.55259,-112.18324,,,2096,,,07-10-14,2014,fall,october,,-71.6,-9.32,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46079,-112.17148,327.473572,,699,,,07-10-14,2014,fall,october,,-69.14,-8.39,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.53789,-112.15407,357.018707,,2110,,,07-10-14,2014,fall,october,,-73.06,-9.3,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.48081,-112.15301,337.904663,,701,,,07-10-14,2014,fall,october,,-68.85,-8.18,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.58103,-112.15251,380.526703,,2109,,,07-10-14,2014,fall,october,,-74.23,-9.17,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.63838,-112.15248,,,2105,,,07-10-14,2014,fall,october,,-99.31,-12.19,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.61111,-112.15142,,,2108,,,07-10-14,2014,fall,october,,-98.64,-11.96,,,Tipple,Tipple,multi
Glendale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.6555,-112.15031,400.298859,,2104,,,07-10-14,2014,fall,october,,-99.14,-12.12,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.6097,-112.14802,,,2107,,,07-10-14,2014,fall,october,,-100,-12.25,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.61677,-112.1427,,,2106,,,07-10-14,2014,fall,october,,-100.06,-12.13,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.45067,-112.13512,,,700,,,07-10-14,2014,fall,october,,-68.23,-8.21,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.55273,-112.13465,,,2116,,,07-10-14,2014,fall,october,,-65.98,-7.94,,,Tipple,Tipple,multi
